season,episode,clip,text,label,video_description
S05,E14,179,"no, no, no, no, no.",Prevent,"A woman in a colorful dress stands at a table, looking down at a box and a laptop. She appears focused and slightly concerned. A man in a dark suit walks past her, his back to the camera, seemingly uninvolved in her activity."
S05,E11,144,"what if we gave them all computers, you know?",Advise,"The man in the light blue lab coat, with a serious expression, gestures with his right hand as he speaks. He appears to be explaining something to the person in the blue vest, who listens attentively. The interaction is focused and professional."
S05,E13,74,this is so unfair.,Complain,"A man in a light blue lab coat stands with a pouty, complaining expression. He looks slightly upward and to the side, conveying a sense of exasperation or disbelief. His body is angled towards a woman whose back is to the camera, suggesting a direct, one-sided complaint."
S06,E03,308,"thank you, marcus.",Thank,"A woman in a blue polo shirt holds a clipboard, her expression serious and focused. To her left, another woman in a blue vest looks on with a neutral expression. A man in a green shirt and blue vest stands to the right, his face partially obscured by a mask."
S06,E08,506,did i miss a meeting? sorry.,Apologise,"A woman in a blue vest and patterned shirt rides a pink scooter into the scene. She smiles and looks towards a seated woman at a table, asking, ""Did I miss a meeting?"" Her body language is cheerful and energetic."
S05,E11,550,"i feel like we really moved the needle today, guys.",Praise,"A man in a blue vest, identified as 'JONAH', speaks with a confident smile, gesturing with his right hand. He stands next to a woman in a black blazer who smiles and listens, her hands clasped. Their interaction is positive and collaborative, suggesting a successful team effort."
S06,E06,415,it really is gorgeous.,Praise,"A man in a blue vest with a ""Clouds"" logo speaks animatedly, gesturing with both hands. His facial expression is enthusiastic and engaged. The scene then cuts to a security guard in uniform, who sits with a neutral, observant expression, listening to someone off-screen."
S05,E20,106,nice to meet you.,Leave,"A man in a tan jacket smiles warmly while shaking hands with a man in a light blue shirt. The man in blue, with his back mostly to the camera, reciprocates the handshake. A woman in a blue polo shirt stands between them, observing the interaction."
S05,E07,72,you are a great manager,Praise,"A man in a blue vest, identified as an executive producer, speaks to a younger employee. He holds a tablet and gestures with it, his expression shifting from a smile to a more serious, instructive look as he talks."
S05,E19,123,celine dion tickets go on sale today.,Inform,"The man in the blue vest, wearing a name tag, speaks animatedly. He holds a phone in one hand and gestures with the other, his facial expression enthusiastic and engaged as he addresses the bald man seated before him."
S05,E19,278,i'm gonna stop you right there.,Prevent,"The man in the blue vest, Garrett, speaks with a serious expression, pointing his finger to emphasize his words. He is seated at a desk with a colleague, Mateo, who listens intently, his hands clasped. The interaction appears to be a formal discussion or confrontation."
S05,E10,10,maybe you should just leave without her.,Advise,"A woman in a black blazer and red top stands with her hands clasped, looking up at a man in a grey suit. Her expression is one of pleading or concern as she speaks to him."
S05,E11,468,"hey, guys, i'm pretty sure there are some sections",Inform,"A woman in a black blazer walks through the store, speaking to a group of men in blue vests. Her expression is serious and focused as she addresses them, suggesting she is giving instructions or making an announcement."
S05,E17,207,he's her brother.,Introduce,"The man in the green sweater, holding a clipboard, looks up and speaks to the man in the suit. His expression is earnest and engaged. The suited man listens, his posture attentive. Their interaction appears to be a focused, professional conversation within a retail environment."
S05,E19,354,"hey, amy, uh, janet is gonna say that we invaded her privacy.",Inform,"A man in a light blue shirt and a cloud-patterned tie speaks, gesturing with his hands. He appears to be explaining something. A woman in a blue polo shirt stands beside him, listening with a neutral expression."
S05,E16,355,you made your point.,Inform,"The passenger, in a blue shirt, rests her head on her hand with a weary, unimpressed expression. The driver, also in blue, speaks animatedly, her mouth open and eyes wide as she looks at the passenger. The passenger's expression remains largely unchanged, conveying a sense of resignation or disinterest in the conversation."
S06,E02,290,"um, i'm gonna- i gotta get back to work.",Leave,"A man in a blue vest, identified as ""Jonah,"" speaks to a woman. He looks down and gestures with his right hand, appearing to explain something. His expression is focused and slightly concerned. The woman, seen from behind, listens attentively."
S04,E04,55,"yeah, my hair is silkier, my skin's glowing",Flaunt,"A man in a Superman shirt and a woman in a vest sit side-by-side. The man looks forward with a neutral expression. The woman, seated in a wheelchair, turns her head to her right with a skeptical or questioning look."
S06,E10,280,"oh, no, i hate to hear that.",Complain,"A woman in a blue vest over a green shirt sits at a table, looking up with a concerned and slightly pained expression. She holds a small container, her mouth slightly open as if reacting to bad news. A man in a blue polo shirt sits beside her, looking down at his own food."
